time,country,new_cases,total_cases,total_cases_per_million,vaccinated,vaccinated_rate,vaccinated_fully_rate,fatality_rate
2021-12-12,Botswana,0,"196,090","81,798.24",1.13 million,46.97%,41.81%,1.24%
2021-12-12,Brazil,"1,615",22.19 million,"103,711.03",164.93 million,77.07%,65.15%,2.78%
2021-12-12,British Virgin Islands,0,"2,816","92,561.55","18,357",60.34%,55.47%,1.35%
2021-12-12,Brunei,5,"15,348","34,760.79","404,940",91.71%,85.75%,0.64%
2021-12-12,Bulgaria,532,"714,688","103,628.21",1.90 million,27.61%,26.67%,4.13%
2021-12-12,Burkina Faso,0,"16,334",759.82,"442,769",2.06%,1.55%,1.77%
2021-12-12,Burundi,0,"20,666","1,686.27","2,812",0.02%,0.02%,0.18%
2021-12-12,Cambodia,12,"120,355","7,102.08",14.20 million,83.80%,79.95%,2.48%
2021-12-12,Cameroon,0,"107,549","3,950.48","806,176",2.96%,2.30%,1.70%
2021-12-12,Canada,"2,013",1.84 million,"48,386.58",31.14 million,81.80%,76.70%,1.63%
2021-12-12,Cape Verde,7,"38,503","68,522.75","301,215",53.61%,45.29%,0.91%
2021-12-12,Cayman Islands,0,"7,871","118,364.46","58,371",87.78%,84.94%,0.11%
2021-12-12,Central African Republic,0,"11,912","2,421.14","446,712",9.08%,6.99%,0.85%
2021-12-12,Chad,0,"5,703",337.16,"205,259",1.21%,0.48%,3.17%
2021-12-12,Chile,"1,577",1.78 million,"92,794.63",17.02 million,88.58%,84.95%,2.17%
2021-12-12,China,101,"99,780",69.09,1.26 billion,87.24%,80.49%,4.65%
2021-12-12,Colombia,"2,026",5.09 million,"99,355.32",37.84 million,73.80%,51.19%,2.54%
2021-12-12,Comoros,3,"4,567","5,140.38","282,378",31.78%,27.55%,3.31%
2021-12-12,Congo,0,"19,066","3,370.33","734,721",12.99%,9.91%,1.88%
2021-12-12,Cook Islands,0,2,113.82,"12,841",73.08%,71.12%,
2021-12-12,Costa Rica,0,"567,995","110,525.23",3.92 million,76.32%,65.47%,1.29%
2021-12-12,Cote d'Ivoire,9,"61,905","2,288.23",3.31 million,12.22%,5.57%,1.14%
2021-12-12,Croatia,"2,339","654,202","160,278.53",2.23 million,54.57%,47.35%,1.78%
2021-12-12,Cuba,62,"963,628","85,144.97",10.22 million,90.29%,82.73%,0.86%
2021-12-12,Curacao,17,"17,589","106,731.96","103,450",62.77%,58.22%,1.03%
2021-12-12,Cyprus,393,"140,851","157,198.90","633,930",70.75%,66.23%,0.43%
2021-12-12,Czechia,"9,108",2.33 million,"217,658.40",6.75 million,62.90%,60.56%,1.48%
2021-12-12,Democratic Republic of Congo,0,"59,851",647.89,"195,619",0.21%,0.09%,1.87%
2021-12-12,Denmark,"5,989","554,389","95,365.59",4.67 million,80.34%,77.29%,0.54%
2021-12-12,Djibouti,0,"13,514","13,484.38","108,945",10.87%,2.60%,1.40%
2021-12-12,Dominica,0,"6,233","86,363.13","29,064",40.27%,37.57%,0.67%
2021-12-12,Dominican Republic,178,"410,265","37,454.42",6.91 million,63.09%,51.60%,1.03%
2021-12-12,Ecuador,"2,325","533,190","29,806.34",13.98 million,78.15%,66.77%,6.29%
2021-12-12,Egypt,863,"369,198","3,541.18",29.53 million,28.32%,16.85%,5.70%
2021-12-12,El Salvador,"1,324","121,127","18,582.04",4.45 million,68.33%,63.08%,3.13%
2021-12-12,Equatorial Guinea,0,"13,612","9,388.29","249,067",17.18%,13.76%,1.29%
2021-12-12,Eritrea,17,"7,646","2,123.03",,,,0.82%
2021-12-12,Estonia,377,"228,279","172,261.60","833,817",62.92%,60.47%,0.81%
2021-12-12,Eswatini,469,"52,643","44,903.10","320,460",27.33%,24.91%,2.37%
2021-12-12,Ethiopia,115,"373,115","3,165.31",8.98 million,7.62%,1.23%,1.83%
2021-12-12,Europe,"250,098",78.97 million,"105,441.36",476.58 million,63.63%,59.50%,1.85%
2021-12-12,European Union,"159,610",49.70 million,"111,146.21",317.98 million,71.11%,67.99%,1.75%
2021-12-12,Faeroe Islands,97,"4,372","89,128.09","41,387",84.37%,82.41%,0.30%
2021-12-12,Falkland Islands,0,83,"23,526.08",,,,
2021-12-12,Fiji,0,"52,577","58,231.32","659,250",73.01%,66.24%,1.33%
2021-12-12,Finland,0,"201,051","36,236.11",4.32 million,77.91%,73.63%,0.71%
2021-12-12,France,"43,848",8.30 million,"123,156.86",52.48 million,77.84%,71.26%,1.45%
2021-12-12,French Polynesia,0,"46,334","163,994.42","167,068",59.13%,55.77%,1.37%
2021-12-12,Gabon,0,"37,591","16,495.75","219,775",9.64%,7.60%,0.75%
2021-12-12,Gambia,36,"10,034","4,034.68","242,172",9.74%,9.18%,3.41%
2021-12-12,Georgia,"2,922","889,286","223,451.44",1.26 million,31.77%,26.32%,1.43%
2021-12-12,Germany,"17,116",6.55 million,"78,021.13",60.51 million,72.12%,69.02%,1.62%
2021-12-12,Ghana,135,"131,547","4,145.55",2.65 million,8.36%,4.93%,0.94%
2021-12-12,Gibraltar,17,"7,525","223,353.42","41,075",121.92%,118.45%,1.33%
2021-12-12,Greece,"3,225",1.00 million,"96,702.48",7.26 million,69.96%,65.21%,1.92%
2021-12-12,Greenland,18,"1,831","32,197.37","40,351",70.96%,66.42%,
2021-12-12,Grenada,2,"5,915","52,338.18","40,930",36.22%,30.94%,3.38%
2021-12-12,Guatemala,61,"622,229","34,094.99",6.25 million,34.24%,23.77%,2.58%
2021-12-12,Guernsey,,,,,,,
2021-12-12,Guinea,0,"30,798","2,281.80",1.69 million,12.50%,6.06%,1.26%
2021-12-12,Guinea-Bissau,1,"6,448","3,199.22","385,186",19.11%,1.05%,2.31%
2021-12-12,Guyana,101,"38,554","48,782.22","406,072",51.38%,36.24%,2.65%
2021-12-12,Haiti,0,"25,744","2,230.52","120,569",1.04%,0.61%,2.94%
2021-12-12,High income,"273,356",120.49 million,"99,175.90",911.89 million,75.06%,69.02%,1.55%
2021-12-12,Honduras,0,"378,423","37,605.41",4.40 million,43.68%,38.67%,2.75%
2021-12-12,Hong Kong,5,"12,488","1,653.43",4.81 million,63.68%,60.63%,1.71%
2021-12-12,Hungary,0,1.18 million,"122,784.11",6.19 million,64.26%,61.17%,3.08%
2021-12-12,Iceland,0,"19,159","51,950.69","287,025",77.83%,76.66%,0.18%
2021-12-12,India,"7,350",34.70 million,"24,901.42",816.71 million,58.61%,36.94%,1.37%
2021-12-12,Indonesia,163,4.26 million,"15,411.48",146.88 million,53.15%,37.31%,3.38%
2021-12-12,International,0,721,,,,,2.08%
2021-12-12,Iran,"2,289",6.15 million,"72,385.07",58.57 million,68.88%,57.80%,2.12%
2021-12-12,Iraq,340,2.09 million,"50,701.07",8.01 million,19.45%,12.53%,1.15%
2021-12-12,Ireland,"4,667","623,623","125,152.52",3.88 million,77.91%,76.69%,0.93%
2021-12-12,Isle of Man,61,"12,580","147,289.55","68,518",80.22%,76.17%,0.53%
2021-12-12,Israel,474,1.35 million,"145,325.05",6.42 million,69.06%,62.42%,0.61%
2021-12-12,Italy,"19,212",5.23 million,"86,561.80",47.65 million,78.93%,73.40%,2.58%
2021-12-12,Jamaica,40,"91,765","30,861.33","695,900",23.40%,18.10%,2.64%
2021-12-12,Japan,98,1.73 million,"13,708.94",100.07 million,79.39%,77.79%,1.06%
2021-12-12,Jersey,,,,"80,602",79.75%,75.32%,
2021-12-12,Jordan,"3,897",1.01 million,"98,357.27",4.23 million,41.19%,37.20%,1.19%
2021-12-12,Kazakhstan,577,1.06 million,"55,983.80",8.85 million,46.60%,43.62%,1.69%
2021-12-12,Kenya,201,"256,335","4,661.85",5.38 million,9.78%,5.93%,2.09%
2021-12-12,Kiribati,0,2,16.48,"59,492",49.01%,18.68%,
2021-12-12,Kosovo,7,"161,200","90,454.32","871,970",48.93%,43.34%,1.85%
2021-12-12,Kuwait,39,"413,711","95,577.21",3.32 million,76.65%,73.63%,0.60%
2021-12-12,Kyrgyzstan,34,"183,965","27,754.28",1.16 million,17.56%,14.19%,1.51%
2021-12-12,Laos,"1,274","89,320","12,104.03",3.74 million,50.75%,42.00%,0.28%
2021-12-12,Latvia,481,"261,944","140,307.05",1.29 million,69.31%,65.89%,1.67%
2021-12-12,Lebanon,"1,539","690,054","101,941.00",2.06 million,30.48%,25.78%,1.28%
2021-12-12,Lesotho,654,"23,102","10,699.99","648,817",30.05%,29.69%,2.87%
2021-12-12,Liberia,0,"5,835","1,126.40","784,838",15.15%,14.58%,4.92%
2021-12-12,Libya,655,"378,105","54,336.85",1.79 million,25.66%,10.79%,1.47%
2021-12-12,Liechtenstein,30,"5,327","139,253.41","25,909",67.73%,66.26%,1.26%
2021-12-12,Lithuania,"1,449","491,122","182,582.60",1.89 million,70.28%,67.10%,1.42%
2021-12-12,Low income,780,1.39 million,"2,096.82",47.08 million,7.08%,3.45%,2.70%
2021-12-12,Lower middle income,"42,357",64.32 million,"19,311.74",1.56 billion,46.70%,31.10%,1.82%
2021-12-12,Luxembourg,0,"93,429","147,175.39","454,708",71.63%,67.69%,0.95%
2021-12-12,Macao,0,77,116.95,"488,871",74.25%,68.40%,
2021-12-12,Madagascar,0,"45,794","1,610.91","589,003",2.07%,1.90%,2.14%
2021-12-12,Malawi,35,"62,265","3,169.08",1.27 million,6.46%,3.22%,3.71%
2021-12-12,Malaysia,"3,490",2.69 million,"82,121.77",25.94 million,79.15%,77.91%,1.15%
2021-12-12,Maldives,55,"93,119","171,294.29","396,207",72.88%,67.25%,0.28%
2021-12-12,Mali,87,"18,591",891.41,"843,144",4.04%,1.65%,3.38%
2021-12-12,Malta,78,"40,546","78,562.29","436,968",84.67%,84.08%,1.16%
2021-12-12,Marshall Islands,0,4,67.09,,,,
2021-12-12,Mauritania,28,"39,806","8,336.14",1.11 million,23.18%,14.78%,2.13%
2021-12-12,Mauritius,92,"22,613","17,757.58","916,524",71.97%,71.36%,1.06%
2021-12-12,Mexico,"2,655",3.92 million,"30,072.89",80.39 million,61.71%,50.78%,7.57%
2021-12-12,Micronesia (country),0,1,8.60,,,,
2021-12-12,Moldova,257,"369,659","91,863.00","989,897",24.60%,23.77%,2.53%
2021-12-12,Monaco,0,"4,093","103,567.81",,,,0.88%
2021-12-12,Mongolia,94,"385,447","115,774.81",2.26 million,67.97%,64.76%,0.53%
2021-12-12,Montenegro,153,"159,788","254,418.83","279,793",44.55%,42.00%,1.47%
2021-12-12,Montserrat,0,44,"8,833.57","1,547",31.06%,29.55%,2.27%
2021-12-12,Morocco,102,"951,482","25,478.31",24.56 million,65.77%,61.25%,1.55%
2021-12-12,Mozambique,266,"153,674","4,777.97",7.11 million,22.09%,14.38%,1.26%
2021-12-12,Myanmar,280,"526,661","9,609.55",18.83 million,34.36%,23.77%,3.64%
2021-12-12,Namibia,578,"132,849","51,345.70","387,413",14.97%,12.61%,2.69%
2021-12-12,Nauru,,,,,,,
2021-12-12,Nepal,242,"824,222","27,775.04",10.43 million,35.15%,29.40%,1.40%
2021-12-12,Netherlands,"16,592",2.89 million,"167,998.73",13.29 million,77.40%,70.77%,0.70%
2021-12-12,New Caledonia,0,"12,479","43,297.24","182,049",63.16%,59.78%,2.24%
2021-12-12,New Zealand,102,"12,986","2,535.04",3.95 million,77.11%,73.27%,0.36%
2021-12-12,Nicaragua,0,"17,328","2,585.35",4.40 million,65.68%,37.90%,1.24%
2021-12-12,Niger,5,"7,154",284.67,"507,223",2.02%,1.85%,3.75%
2021-12-12,Nigeria,418,"217,481","1,028.76",7.89 million,3.73%,1.88%,1.37%
2021-12-12,Niue,,,,,,,
2021-12-12,North America,"57,771",59.65 million,"99,978.14",396.66 million,66.49%,56.17%,2.00%
2021-12-12,North Macedonia,308,"219,408","105,349.84","836,816",40.18%,38.63%,3.52%
2021-12-12,Northern Cyprus,,,,"284,357",74.39%,72.20%,
2021-12-12,Norway,"3,622","317,880","58,159.82",4.26 million,77.95%,71.01%,0.36%
2021-12-12,Oceania,"2,037","391,572","9,059.98",26.00 million,60.15%,56.55%,1.11%
2021-12-12,Oman,35,"304,714","58,336.60",3.12 million,59.75%,55.31%,1.35%
2021-12-12,Pakistan,244,1.29 million,"5,725.10",84.78 million,37.65%,25.25%,2.24%
2021-12-12,Palau,0,8,440.19,,,,
2021-12-12,Palestine,0,"463,573","88,760.23",2.02 million,38.68%,26.88%,1.04%
2021-12-12,Panama,208,"480,781","109,727.69",3.02 million,68.83%,55.81%,1.54%
2021-12-12,Papua New Guinea,92,"35,927","3,939.79","282,571",3.10%,2.37%,1.63%
2021-12-12,Paraguay,0,"463,650","64,220.64",3.41 million,47.30%,38.35%,3.56%
2021-12-12,Peru,"1,527",2.25 million,"67,578.31",23.58 million,70.69%,60.27%,8.95%
2021-12-12,Philippines,232,2.84 million,"25,544.09",56.11 million,50.53%,37.38%,1.77%
2021-12-12,Pitcairn,,,,,,,
2021-12-12,Poland,"19,450",3.83 million,"101,284.44",21.18 million,56.03%,54.74%,2.31%
2021-12-12,Portugal,"3,879",1.19 million,"117,456.44",9.18 million,90.24%,88.81%,1.56%
2021-12-12,Qatar,166,"245,354","83,723.59",,,,0.25%
2021-12-12,Romania,"1,647",1.79 million,"93,745.84",7.98 million,41.74%,39.94%,3.22%
2021-12-12,Russia,"29,483",9.84 million,"67,451.75",70.01 million,47.98%,42.06%,2.88%
2021-12-12,Rwanda,50,"100,634","7,579.85",6.85 million,51.58%,31.50%,1.34%
2021-12-12,Saint Helena,0,4,656.28,,,,
2021-12-12,Saint Kitts and Nevis,0,"2,796","52,216.79","27,358",51.09%,47.00%,1.00%
2021-12-12,Saint Lucia,0,"13,086","70,964.91","55,063",29.86%,25.83%,2.16%
2021-12-12,Saint Pierre and Miquelon,0,94,"16,288.34",,,,
2021-12-12,Saint Vincent and the Grenadines,30,"5,722","51,424.93","32,104",28.85%,21.73%,1.35%
2021-12-12,Samoa,0,3,14.99,"141,356",70.63%,60.73%,
2021-12-12,San Marino,0,"6,464","190,061.75","24,282",71.40%,63.58%,1.45%
2021-12-12,Sao Tome and Principe,0,"3,733","16,712.63","86,396",38.68%,22.93%,1.53%
2021-12-12,Saudi Arabia,51,"550,240","15,569.59",24.79 million,70.13%,64.52%,1.61%
2021-12-12,Senegal,10,"74,086","4,308.25",1.33 million,7.72%,5.47%,2.55%
2021-12-12,Serbia,944,1.27 million,"185,409.05",3.29 million,47.86%,46.06%,0.96%
2021-12-12,Seychelles,0,"23,806","240,683.45","82,117",83.02%,79.08%,0.54%
2021-12-12,Sierra Leone,0,"6,421",788.69,"747,044",9.18%,4.73%,1.88%
2021-12-12,Singapore,370,"273,362","50,125.06",4.80 million,88.00%,87.00%,0.29%
2021-12-12,Sint Maarten (Dutch part),,,,"27,030",62.25%,57.59%,
2021-12-12,Slovakia,"5,966",1.29 million,"235,561.35",2.69 million,49.20%,46.01%,1.19%
2021-12-12,Slovenia,783,"439,952","211,645.32",1.24 million,59.59%,56.27%,1.23%
2021-12-12,Solomon Islands,0,20,28.41,"176,593",25.08%,7.43%,
2021-12-12,Somalia,0,"23,074","1,410.43","892,093",5.45%,4.06%,5.78%
2021-12-12,South Africa,"37,875",3.17 million,"52,754.69",18.38 million,30.61%,25.58%,2.85%
2021-12-12,South America,"13,290",39.16 million,"90,184.71",315.46 million,72.64%,61.06%,3.03%
2021-12-12,South Korea,"5,817","523,088","10,195.62",42.96 million,83.73%,81.31%,0.82%
2021-12-12,South Sudan,0,"12,873","1,131.06","223,920",1.97%,1.56%,1.03%
2021-12-12,Spain,0,5.29 million,"113,170.74",38.51 million,82.39%,80.70%,1.67%
2021-12-12,Sri Lanka,714,"572,902","26,649.94",15.96 million,74.22%,64.14%,2.55%
2021-12-12,Sudan,0,"44,529",991.53,4.02 million,8.94%,2.75%,7.20%
2021-12-12,Suriname,35,"51,202","86,519.39","259,919",43.92%,37.95%,2.30%
2021-12-12,Sweden,0,1.23 million,"120,984.03",7.67 million,75.53%,71.60%,1.24%
2021-12-12,Switzerland,0,1.11 million,"127,580.03",5.92 million,67.87%,66.15%,1.06%
2021-12-12,Syria,83,"49,272","2,696.04",1.00 million,5.49%,4.18%,5.71%
2021-12-12,Taiwan,6,"16,737",701.61,18.47 million,77.43%,62.99%,5.07%
2021-12-12,Tajikistan,0,"17,493","1,794.22",3.52 million,36.11%,28.38%,0.71%
2021-12-12,Tanzania,0,"26,309",427.80,1.59 million,2.59%,1.75%,2.79%
2021-12-12,Thailand,0,2.17 million,"31,002.43",49.92 million,71.37%,61.95%,0.98%
2021-12-12,Timor,0,"19,829","14,755.09","652,294",48.54%,36.44%,0.61%
2021-12-12,Togo,28,"26,400","3,113.85",1.35 million,15.91%,9.55%,0.92%
2021-12-12,Tokelau,,,,,,,
2021-12-12,Tonga,0,1,9.37,"73,296",68.66%,43.31%,
2021-12-12,Trinidad and Tobago,558,"80,607","57,438.00","698,861",49.80%,46.64%,2.99%
2021-12-12,Tunisia,152,"719,586","60,288.22",6.29 million,52.72%,44.89%,3.53%
2021-12-12,Turkey,"17,956",9.04 million,"106,324.77",56.52 million,66.46%,59.87%,0.88%
2021-12-12,Turkmenistan,,,,,,,
2021-12-12,Turks and Caicos Islands,7,"3,137","79,972.47",,,,0.80%
2021-12-12,Tuvalu,,,,,,,
2021-12-12,Uganda,29,"127,973","2,715.69",6.53 million,13.85%,2.73%,2.55%
2021-12-12,Ukraine,"5,721",3.73 million,"85,903.84",14.13 million,32.51%,28.71%,2.59%
2021-12-12,United Arab Emirates,83,"742,802","74,346.49",9.88 million,98.90%,90.18%,0.29%
2021-12-12,United Kingdom,"48,071",10.84 million,"158,925.39",51.28 million,75.18%,68.58%,1.35%
2021-12-12,United States,"50,568",49.95 million,"150,028.93",238.85 million,71.94%,60.77%,1.60%
2021-12-12,Upper middle income,"119,715",83.99 million,"33,412.25",1.91 billion,75.90%,69.43%,2.65%
2021-12-12,Uruguay,126,"402,509","115,492.52",2.76 million,79.11%,76.53%,1.53%
2021-12-12,Uzbekistan,223,"195,747","5,768.16",18.20 million,53.62%,32.72%,0.73%
2021-12-12,Vanuatu,0,6,19.08,"100,264",31.88%,15.06%,16.67%
2021-12-12,Vatican,0,27,"33,251.23",,,,
2021-12-12,Venezuela,796,"438,683","15,282.49",18.39 million,64.08%,40.44%,1.19%
2021-12-12,Vietnam,"14,638",1.41 million,"14,394.09",74.91 million,76.30%,57.44%,1.97%
2021-12-12,Wallis and Futuna,0,454,"40,923.02","6,016",54.23%,53.39%,1.54%
2021-12-12,World,"436,217",270.20 million,"34,311.47",4.42 billion,56.16%,46.25%,1.97%
2021-12-12,Yemen,6,"10,069",330.23,"556,652",1.83%,1.20%,19.57%
2021-12-12,Zambia,118,"211,077","11,155.90",,,4.39%,1.74%
2021-12-12,Zimbabwe,"2,138","167,140","11,074.62",3.96 million,26.22%,19.73%,2.83%
2021-12-13,Afghanistan,15,"157,648","3,957.48",4.14 million,10.40%,9.42%,4.65%
2021-12-13,Africa,"17,062",8.96 million,"6,522.62",172.09 million,12.53%,8.10%,2.51%
2021-12-13,Albania,138,"203,925","70,981.44",1.11 million,38.48%,34.65%,1.54%
2021-12-13,Algeria,210,"213,058","4,775.31",7.02 million,15.73%,12.45%,2.89%
2021-12-13,Andorra,0,"19,440","251,312.15","56,628",73.21%,65.35%,0.68%
2021-12-13,Angola,0,"65,404","1,927.41",7.25 million,21.35%,10.49%,2.66%
2021-12-13,Anguilla,0,"1,523","100,694.21","10,079",66.64%,60.98%,0.26%
2021-12-13,Antigua and Barbuda,0,"4,162","42,156.23","61,921",62.72%,58.63%,2.81%
2021-12-13,Argentina,"3,512",5.36 million,"117,571.98",37.36 million,81.93%,68.18%,2.18%
2021-12-13,Armenia,66,"342,604","115,427.64","869,750",29.30%,19.63%,2.28%
2021-12-13,Aruba,0,"16,593","154,792.67","83,985",78.35%,73.19%,1.07%
2021-12-13,Asia,"70,407",83.16 million,"17,774.46",3.04 billion,64.94%,52.75%,1.49%
2021-12-13,Australia,"1,970","232,738","9,024.97",20.23 million,78.45%,74.95%,0.91%
2021-12-13,Austria,"4,170",1.23 million,"136,259.45",6.51 million,71.96%,68.85%,1.07%
2021-12-13,Azerbaijan,518,"604,998","59,178.09",5.12 million,50.09%,45.16%,1.34%
2021-12-13,Bahamas,26,"22,907","57,712.75","154,135",38.83%,36.73%,3.09%
2021-12-13,Bahrain,0,"278,065","159,049.24",1.19 million,68.26%,66.71%,0.50%
2021-12-13,Bangladesh,385,1.58 million,"9,498.96",86.52 million,52.03%,26.06%,1.77%
2021-12-13,Barbados,74,"26,814","93,198.66","154,565",53.72%,48.69%,0.94%
2021-12-13,Belarus,"1,011","675,734","71,560.26",4.06 million,43.04%,32.19%,0.78%
2021-12-13,Belgium,"29,421",1.96 million,"168,426.47",8.88 million,76.35%,75.28%,1.41%
2021-12-13,Belize,0,"31,033","76,640.78","229,107",56.58%,48.59%,1.89%
2021-12-13,Benin,0,"24,897","1,999.59",1.36 million,10.95%,8.53%,0.65%
2021-12-13,Bermuda,0,"5,764","92,829.99","46,054",74.17%,72.52%,1.84%
2021-12-13,Bhutan,0,"2,649","3,396.59","589,762",75.62%,72.46%,0.11%
2021-12-13,Bolivia,0,"553,108","46,743.09",5.25 million,44.35%,36.92%,3.49%
2021-12-13,Bonaire Sint Eustatius and Saba,0,"3,138","118,661.37",,,,0.70%
2021-12-13,Bosnia and Herzegovina,923,"281,903","86,381.66","882,641",27.05%,,4.61%
2021-12-13,Botswana,0,"196,090","81,798.24",1.13 million,46.97%,41.81%,1.24%
2021-12-13,Brazil,"2,770",22.20 million,"103,723.97",164.93 million,77.07%,65.32%,2.78%
2021-12-13,British Virgin Islands,26,"2,842","93,416.16","18,357",60.34%,55.47%,1.37%
2021-12-13,Brunei,14,"15,362","34,792.50","404,959",91.72%,86.45%,0.64%
2021-12-13,Bulgaria,0,"714,688","103,628.21",1.90 million,27.61%,26.75%,4.13%
2021-12-13,Burkina Faso,0,"16,334",759.82,"442,769",2.06%,1.55%,1.77%
2021-12-13,Burundi,220,"20,886","1,704.22","2,812",0.02%,0.02%,0.18%
2021-12-13,Cambodia,15,"120,370","7,102.96",14.21 million,83.84%,80.01%,2.48%
2021-12-13,Cameroon,0,"107,549","3,950.48","806,176",2.96%,2.30%,1.70%
2021-12-13,Canada,"8,005",1.85 million,"48,596.86",31.21 million,82.00%,76.75%,1.62%
2021-12-13,Cape Verde,0,"38,503","68,522.75","301,215",53.61%,45.29%,0.91%
2021-12-13,Cayman Islands,0,"7,871","118,364.46","58,371",87.78%,84.94%,0.11%
2021-12-13,Central African Republic,49,"11,961","2,431.10","446,712",9.08%,6.99%,0.84%
2021-12-13,Chad,0,"5,703",337.16,"205,259",1.21%,0.48%,3.17%
2021-12-13,Chile,"1,361",1.78 million,"92,865.47",17.05 million,88.75%,85.07%,2.17%
2021-12-13,China,76,"99,856",69.14,1.26 billion,87.24%,80.49%,4.64%
2021-12-13,Colombia,"2,287",5.10 million,"99,399.93",37.84 million,73.80%,51.49%,2.54%
2021-12-13,Comoros,2,"4,569","5,142.63","282,378",31.78%,27.55%,3.31%
2021-12-13,Congo,0,"19,066","3,370.33","734,721",12.99%,9.91%,1.88%
2021-12-13,Cook Islands,0,2,113.82,"12,841",73.08%,71.12%,
2021-12-13,Costa Rica,0,"567,995","110,525.23",3.92 million,76.32%,65.47%,1.29%
2021-12-13,Cote d'Ivoire,0,"61,905","2,288.23",3.31 million,12.22%,5.57%,1.14%
2021-12-13,Croatia,453,"654,655","160,389.52",2.23 million,54.63%,47.35%,1.78%
2021-12-13,Cuba,65,"963,693","85,150.71",10.22 million,90.33%,82.85%,0.86%
2021-12-13,Curacao,9,"17,598","106,786.57","103,450",62.77%,58.22%,1.03%
2021-12-13,Cyprus,715,"141,566","157,996.89","635,562",70.93%,66.52%,0.43%
2021-12-13,Czechia,"4,113",2.34 million,"218,041.91",6.75 million,62.96%,60.68%,1.48%
2021-12-13,Democratic Republic of Congo,0,"59,851",647.89,"195,619",0.21%,0.09%,1.87%
2021-12-13,Denmark,"7,799","562,188","96,707.17",4.68 million,80.49%,77.35%,0.54%
2021-12-13,Djibouti,0,"13,514","13,484.38","108,945",10.87%,2.60%,1.40%
2021-12-13,Dominica,0,"6,233","86,363.13","29,184",40.44%,37.86%,0.67%
2021-12-13,Dominican Republic,147,"410,412","37,467.84",6.91 million,63.10%,51.65%,1.03%
2021-12-13,Ecuador,0,"533,190","29,806.34",14.00 million,78.25%,67.13%,6.29%
2021-12-13,Egypt,0,"369,198","3,541.18",30.51 million,29.26%,17.46%,5.70%
2021-12-13,El Salvador,73,"121,200","18,593.24",4.46 million,68.38%,63.16%,3.13%
2021-12-13,Equatorial Guinea,0,"13,612","9,388.29","249,067",17.18%,13.76%,1.29%
2021-12-13,Eritrea,10,"7,656","2,125.80",,,,0.82%
2021-12-13,Estonia,317,"228,596","172,500.81","834,278",62.96%,60.57%,0.82%
2021-12-13,Eswatini,866,"53,509","45,641.77","320,460",27.33%,24.91%,2.34%
2021-12-13,Ethiopia,125,"373,240","3,166.37",9.01 million,7.64%,1.23%,1.83%
2021-12-13,Europe,"334,842",79.31 million,"105,888.44",477.03 million,63.69%,59.57%,1.85%
2021-12-13,European Union,"219,432",49.92 million,"111,636.90",318.20 million,71.16%,68.05%,1.74%
2021-12-13,Faeroe Islands,41,"4,413","89,963.92","41,387",84.37%,82.41%,0.29%
2021-12-13,Falkland Islands,0,83,"23,526.08",,,,
2021-12-13,Fiji,16,"52,593","58,249.04","659,250",73.01%,66.24%,1.32%
2021-12-13,Finland,"4,306","205,357","37,012.19",4.32 million,77.91%,73.63%,0.70%
2021-12-13,France,"12,064",8.32 million,"123,335.79",52.50 million,77.87%,71.40%,1.45%
2021-12-13,French Polynesia,0,"46,334","163,994.42","167,068",59.13%,55.77%,1.37%
2021-12-13,Gabon,0,"37,591","16,495.75","219,775",9.64%,7.60%,0.75%
2021-12-13,Gambia,0,"10,034","4,034.68","245,081",9.85%,9.25%,3.41%
2021-12-13,Georgia,"1,527","890,813","223,835.13",1.27 million,31.94%,26.46%,1.43%
2021-12-13,Germany,"35,423",6.58 million,"78,443.34",60.57 million,72.19%,69.09%,1.61%
2021-12-13,Ghana,0,"131,547","4,145.55",2.65 million,8.36%,4.93%,0.94%
2021-12-13,Gibraltar,21,"7,546","223,976.73","41,081",121.93%,118.52%,1.32%
2021-12-13,Greece,"3,829",1.01 million,"97,071.70",7.27 million,70.06%,65.32%,1.92%
2021-12-13,Greenland,45,"1,876","32,988.68","40,385",71.02%,66.57%,
2021-12-13,Grenada,0,"5,915","52,338.18","40,930",36.22%,30.94%,3.38%
2021-12-13,Guatemala,8,"622,237","34,095.43",6.27 million,34.36%,23.92%,2.58%
2021-12-13,Guernsey,,,,,,,
2021-12-13,Guinea,0,"30,798","2,281.80",1.69 million,12.50%,6.06%,1.26%
2021-12-13,Guinea-Bissau,0,"6,448","3,199.22","385,186",19.11%,1.05%,2.31%
2021-12-13,Guyana,0,"38,554","48,782.22","406,072",51.38%,36.24%,2.65%
2021-12-13,Haiti,14,"25,758","2,231.74","120,569",1.04%,0.61%,2.95%
2021-12-13,High income,"503,070",120.99 million,"99,589.98",912.76 million,75.13%,69.10%,1.55%
2021-12-13,Honduras,192,"378,615","37,624.49",4.40 million,43.68%,39.28%,2.75%
2021-12-13,Hong Kong,2,"12,490","1,653.69",4.81 million,63.74%,60.68%,1.71%
2021-12-13,Hungary,"16,017",1.20 million,"124,446.63",6.19 million,64.27%,61.24%,3.08%
2021-12-13,Iceland,388,"19,547","53,002.78","287,025",77.83%,76.66%,0.18%
2021-12-13,India,"5,784",34.70 million,"24,905.57",817.91 million,58.70%,37.14%,1.37%
2021-12-13,Indonesia,106,4.26 million,"15,411.86",148.34 million,53.68%,37.82%,3.38%
