year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
2015,6,5,17,2,42.0,37.0,50.0,36.0,13.0,31.0,996.0,32.0,SE,11.18,0.0,0.0
2015,6,5,18,2,68.0,50.0,36.0,43.0,12.0,37.0,998.0,28.0,cv,4.02,0.0,0.0
2015,6,5,19,2,66.0,33.0,62.0,55.0,16.0,60.0,998.0,24.0,NW,4.92,0.0,0.0
2015,6,5,20,2,51.0,46.0,61.0,53.0,15.0,53.0,998.0,25.0,SE,3.13,0.0,0.0
2015,6,5,21,2,60.0,42.0,52.0,47.0,16.0,60.0,999.0,24.0,SE,4.92,0.0,0.0
2015,6,5,22,2,52.0,51.0,59.0,55.0,16.0,68.0,1000.0,22.0,cv,0.89,0.0,0.0
2015,6,5,23,2,66.0,53.0,63.0,56.0,17.0,73.0,1000.0,22.0,NE,3.13,0.0,0.0
2015,6,6,0,2,44.0,31.0,50.0,38.0,16.0,73.0,1000.0,21.0,NE,6.26,0.0,0.0
2015,6,6,1,2,34.0,20.0,35.0,31.0,15.0,64.0,1001.0,22.0,NW,4.02,0.0,0.0
2015,6,6,2,2,31.0,25.0,30.0,32.0,16.0,73.0,1001.0,21.0,NE,4.02,0.0,0.0
2015,6,6,3,2,24.0,23.0,26.0,21.0,15.0,68.0,1001.0,21.0,NE,7.15,0.0,0.0
2015,6,6,4,2,22.0,14.0,21.0,23.0,13.0,56.0,1001.0,22.0,NE,12.07,0.0,0.0
2015,6,6,5,2,14.0,4.0,17.0,16.0,12.0,56.0,1001.0,21.0,NE,16.99,0.0,0.0
2015,6,6,6,2,9.0,3.0,12.0,13.0,11.0,52.0,1002.0,21.0,NE,21.01,0.0,0.0
2015,6,6,7,2,19.0,3.0,11.0,10.0,11.0,49.0,1002.0,22.0,NE,25.03,0.0,0.0
2015,6,6,8,2,27.0,3.0,10.0,12.0,10.0,41.0,1002.0,24.0,NE,30.84,0.0,0.0
2015,6,6,9,2,11.0,3.0,17.0,18.0,10.0,38.0,1002.0,25.0,NE,35.76,0.0,0.0
2015,6,6,10,2,37.0,3.0,15.0,13.0,10.0,34.0,1002.0,27.0,NE,40.68,0.0,0.0
2015,6,6,11,2,36.0,3.0,15.0,19.0,9.0,28.0,1002.0,29.0,NW,4.92,0.0,0.0
2015,6,6,12,2,24.0,5.0,19.0,22.0,10.0,28.0,1001.0,30.0,NW,8.05,0.0,0.0
2015,6,6,13,2,38.0,23.0,33.0,27.0,11.0,30.0,1000.0,30.0,SE,4.02,0.0,0.0
2015,6,6,14,2,50.0,30.0,40.0,38.0,13.0,33.0,999.0,31.0,SE,8.94,0.0,0.0
2015,6,6,15,2,55.0,30.0,50.0,33.0,14.0,42.0,1001.0,28.0,cv,0.89,0.0,0.0
2015,6,6,16,2,35.0,27.0,30.0,31.0,17.0,61.0,1002.0,25.0,NW,3.13,0.1,0.1
2015,6,6,17,2,24.0,10.0,30.0,22.0,17.0,57.0,1003.0,26.0,NW,6.26,0.0,0.0
2015,6,6,18,2,29.0,12.0,31.0,25.0,15.0,53.0,1003.0,25.0,NW,13.41,0.6,0.6
2015,6,6,19,2,46.0,16.0,26.0,27.0,15.0,57.0,1004.0,24.0,NW,16.54,0.0,0.0
2015,6,6,20,2,60.0,27.0,32.0,27.0,16.0,68.0,1004.0,22.0,NW,19.67,0.0,0.0
2015,6,6,21,2,24.0,18.0,27.0,21.0,15.0,72.0,1005.0,20.0,NW,22.8,0.0,0.0
2015,6,6,22,2,29.0,13.0,20.0,17.0,14.0,68.0,1005.0,20.0,NW,25.93,0.0,0.0
2015,6,6,23,2,34.0,14.0,27.0,12.0,14.0,77.0,1005.0,18.0,NW,29.95,0.1,0.1
2015,6,7,0,2,28.0,20.0,20.0,12.0,14.0,82.0,1005.0,17.0,NW,33.08,0.0,0.0
2015,6,7,1,2,9.0,9.0,19.0,19.0,14.0,82.0,1006.0,17.0,NE,3.13,0.0,0.0
2015,6,7,2,2,17.0,9.0,18.0,16.0,14.0,82.0,1007.0,17.0,cv,0.89,0.0,0.0
2015,6,7,3,2,18.0,11.0,17.0,19.0,12.0,67.0,1007.0,18.0,NW,3.13,0.0,0.0
2015,6,7,4,2,12.0,13.0,17.0,21.0,12.0,77.0,1008.0,16.0,NW,4.92,0.0,0.0
2015,6,7,5,2,17.0,17.0,17.0,28.0,11.0,76.0,1009.0,15.0,cv,0.89,0.0,0.0
2015,6,7,6,2,17.0,10.0,23.0,14.0,13.0,72.0,1009.0,18.0,cv,1.78,0.0,0.0
2015,6,7,7,2,11.0,6.0,12.0,15.0,14.0,64.0,1009.0,21.0,cv,2.67,0.0,0.0
2015,6,7,8,2,10.0,11.0,18.0,21.0,11.0,46.0,1009.0,23.0,NE,1.79,0.0,0.0
2015,6,7,9,2,16.0,3.0,19.0,16.0,11.0,41.0,1009.0,25.0,cv,0.89,0.0,0.0
2015,6,7,10,2,6.0,6.0,18.0,18.0,10.0,34.0,1009.0,27.0,cv,1.78,0.0,0.0
2015,6,7,11,2,16.0,3.0,11.0,16.0,6.0,24.0,1008.0,28.0,cv,3.57,0.0,0.0
2015,6,7,12,2,3.0,4.0,26.0,12.0,3.0,17.0,1008.0,30.0,cv,4.46,0.0,0.0
2015,6,7,13,2,37.0,3.0,7.0,14.0,3.0,18.0,1007.0,29.0,SE,3.13,0.0,0.0
2015,6,7,14,2,20.0,3.0,18.0,16.0,3.0,20.0,1007.0,28.0,SE,4.92,0.0,0.0
2015,6,7,15,2,10.0,3.0,10.0,12.0,5.0,24.0,1008.0,27.0,NW,5.81,0.0,0.0
2015,6,7,16,2,7.0,4.0,8.0,11.0,5.0,25.0,1009.0,26.0,SE,4.92,0.0,0.0
2015,6,7,17,2,19.0,3.0,14.0,11.0,5.0,25.0,1009.0,26.0,SE,8.05,0.0,0.0
2015,6,7,18,2,24.0,8.0,15.0,14.0,8.0,35.0,1009.0,24.0,SE,12.97,0.1,0.1
2015,6,7,19,2,24.0,5.0,16.0,19.0,11.0,46.0,1008.0,23.0,SE,17.89,0.0,0.0
2015,6,7,20,2,24.0,8.0,23.0,21.0,8.0,40.0,1008.0,22.0,NW,4.02,0.0,0.0
2015,6,7,21,2,30.0,7.0,22.0,17.0,8.0,40.0,1008.0,22.0,NW,8.04,0.0,0.0
2015,6,7,22,2,17.0,5.0,15.0,14.0,8.0,43.0,1008.0,21.0,NW,12.06,0.0,0.0
2015,6,7,23,2,8.0,3.0,11.0,11.0,8.0,45.0,1008.0,20.0,NW,16.08,0.0,0.0
2015,6,8,0,2,11.0,3.0,9.0,12.0,8.0,45.0,1008.0,20.0,NW,20.1,0.0,0.0
2015,6,8,1,2,9.0,3.0,9.0,14.0,8.0,48.0,1007.0,19.0,NW,24.12,0.0,0.0
2015,6,8,2,2,13.0,6.0,9.0,12.0,8.0,48.0,1007.0,19.0,NW,27.25,0.0,0.0
2015,6,8,3,2,10.0,3.0,14.0,10.0,9.0,55.0,1007.0,18.0,SE,1.79,0.0,0.0
2015,6,8,4,2,11.0,9.0,14.0,16.0,9.0,55.0,1006.0,18.0,NW,3.13,0.0,0.0
2015,6,8,5,2,24.0,24.0,19.0,20.0,10.0,76.0,1007.0,14.0,cv,0.89,0.0,0.0
2015,6,8,6,2,25.0,13.0,25.0,24.0,11.0,67.0,1007.0,17.0,cv,1.78,0.0,0.0
2015,6,8,7,2,27.0,4.0,21.0,17.0,10.0,49.0,1007.0,21.0,NW,3.13,0.0,0.0
2015,6,8,8,2,22.0,3.0,19.0,14.0,9.0,40.0,1007.0,23.0,NW,7.15,0.0,0.0
2015,6,8,9,2,19.0,6.0,19.0,18.0,9.0,36.0,1006.0,25.0,NW,12.07,0.0,0.0
2015,6,8,10,2,15.0,3.0,9.0,8.0,9.0,32.0,1006.0,27.0,NW,16.99,0.0,0.0
2015,6,8,11,2,8.0,3.0,14.0,7.0,7.0,26.0,1005.0,28.0,NW,21.91,0.0,0.0
2015,6,8,12,2,3.0,3.0,12.0,7.0,6.0,23.0,1004.0,29.0,NW,26.83,0.0,0.0
2015,6,8,13,2,16.0,8.0,10.0,10.0,6.0,22.0,1003.0,30.0,NW,30.85,0.0,0.0
2015,6,8,14,2,90.0,10.0,12.0,10.0,6.0,20.0,1003.0,31.0,NW,34.87,0.0,0.0
2015,6,8,15,2,56.0,13.0,17.0,14.0,6.0,19.0,1002.0,32.0,cv,3.13,0.0,0.0
2015,6,8,16,2,41.0,16.0,18.0,16.0,4.0,16.0,1001.0,33.0,cv,7.15,0.0,0.0
2015,6,8,17,2,36.0,16.0,19.0,17.0,9.0,27.0,1002.0,30.0,SE,5.81,0.3,0.3
2015,6,8,18,2,27.0,8.0,22.0,19.0,9.0,28.0,1002.0,29.0,SE,10.73,0.0,0.0
2015,6,8,19,2,27.0,12.0,25.0,24.0,10.0,32.0,1002.0,28.0,cv,4.02,0.0,0.0
2015,6,8,20,2,40.0,16.0,29.0,27.0,11.0,36.0,1002.0,27.0,NW,1.79,0.0,0.0
2015,6,8,21,2,61.0,31.0,32.0,42.0,12.0,41.0,1003.0,26.0,NW,4.92,0.0,0.0
2015,6,8,22,2,51.0,47.0,37.0,53.0,14.0,60.0,1003.0,22.0,cv,0.45,0.0,0.0
2015,6,8,23,2,49.0,48.0,47.0,55.0,13.0,56.0,1003.0,22.0,cv,1.34,0.0,0.0
2015,6,9,0,2,41.0,61.0,52.0,58.0,14.0,64.0,1003.0,21.0,cv,2.23,0.0,0.0
2015,6,9,1,2,46.0,58.0,55.0,54.0,13.0,56.0,1003.0,22.0,SE,0.89,0.0,0.0
2015,6,9,2,2,48.0,52.0,55.0,53.0,14.0,72.0,1002.0,19.0,NE,0.89,0.0,0.0
2015,6,9,3,2,45.0,50.0,55.0,46.0,12.0,56.0,1001.0,21.0,SE,1.79,0.0,0.0
2015,6,9,4,2,39.0,36.0,40.0,34.0,12.0,59.0,1001.0,20.0,NW,1.79,0.0,0.0
2015,6,9,5,2,30.0,25.0,33.0,26.0,13.0,64.0,1001.0,20.0,NW,4.92,0.0,0.0
2015,6,9,6,2,33.0,21.0,31.0,25.0,13.0,60.0,1002.0,21.0,NE,0.89,0.0,0.0
2015,6,9,7,2,44.0,16.0,42.0,35.0,12.0,49.0,1002.0,23.0,NW,3.13,0.0,0.0
2015,6,9,8,2,34.0,26.0,30.0,29.0,12.0,46.0,1002.0,24.0,NE,3.13,0.0,0.0
2015,6,9,9,2,35.0,24.0,28.0,31.0,12.0,44.0,1002.0,25.0,NE,6.26,0.0,0.0
2015,6,9,10,2,63.0,44.0,41.0,48.0,12.0,39.0,1002.0,27.0,cv,1.79,0.0,0.0
2015,6,9,11,2,70.0,57.0,68.0,52.0,12.0,39.0,1001.0,27.0,SE,4.02,0.0,0.0
2015,6,9,12,2,73.0,62.0,71.0,64.0,13.0,39.0,1002.0,28.0,SE,7.15,0.0,0.0
2015,6,9,13,2,83.0,65.0,77.0,65.0,14.0,39.0,1001.0,29.0,SE,10.28,0.0,0.0
2015,6,9,14,2,90.0,67.0,76.0,68.0,13.0,37.0,1001.0,29.0,SE,14.3,0.0,0.0
2015,6,9,15,2,82.0,72.0,83.0,69.0,13.0,37.0,1000.0,29.0,SE,18.32,0.0,0.0
2015,6,9,16,2,81.0,68.0,82.0,66.0,14.0,39.0,1000.0,29.0,SE,23.24,0.0,0.0
2015,6,9,17,2,76.0,69.0,76.0,71.0,14.0,39.0,999.0,29.0,SE,27.26,0.0,0.0
2015,6,9,18,2,84.0,67.0,71.0,65.0,14.0,42.0,1000.0,28.0,SE,31.28,0.0,0.0
2015,6,9,19,2,93.0,80.0,84.0,77.0,15.0,47.0,1001.0,27.0,cv,1.79,0.0,0.0
2015,6,9,20,2,83.0,64.0,76.0,73.0,16.0,57.0,1000.0,25.0,SE,4.92,0.0,0.0
2015,6,9,21,2,80.0,60.0,68.0,72.0,16.0,57.0,1003.0,25.0,NW,3.13,0.4,0.4
2015,6,9,22,2,86.0,70.0,73.0,58.0,16.0,68.0,1004.0,22.0,NW,6.26,0.0,0.0
2015,6,9,23,2,47.0,32.0,45.0,37.0,16.0,77.0,1002.0,20.0,NW,11.18,0.0,0.0
2015,6,10,0,2,38.0,27.0,37.0,30.0,16.0,77.0,1001.0,20.0,NE,4.92,0.0,0.0
2015,6,10,1,2,49.0,39.0,33.0,35.0,16.0,73.0,1003.0,21.0,NW,4.92,2.1,2.1
2015,6,10,2,2,48.0,37.0,53.0,47.0,18.0,93.0,1003.0,19.0,SE,3.13,0.9,3.0
2015,6,10,3,2,48.0,35.0,50.0,49.0,17.0,88.0,1001.0,19.0,NE,3.13,0.0,0.0
2015,6,10,4,2,53.0,44.0,54.0,50.0,17.0,88.0,1001.0,19.0,cv,0.45,0.0,0.0
2015,6,10,5,2,55.0,47.0,57.0,48.0,17.0,88.0,1001.0,19.0,cv,1.34,0.0,0.0
2015,6,10,6,2,53.0,40.0,56.0,45.0,17.0,88.0,1001.0,19.0,cv,2.23,0.0,0.0
2015,6,10,7,2,50.0,40.0,48.0,44.0,17.0,82.0,1001.0,20.0,NE,1.79,0.0,0.0
2015,6,10,8,2,62.0,56.0,61.0,58.0,17.0,73.0,1001.0,22.0,cv,0.89,3.0,3.0
2015,6,10,9,2,64.0,63.0,67.0,64.0,16.0,73.0,1002.0,21.0,cv,1.78,0.0,0.0
2015,6,10,10,2,75.0,57.0,73.0,71.0,18.0,88.0,1001.0,20.0,NW,3.13,0.1,0.1
2015,6,10,11,2,71.66666666666667,63.0,80.0,72.0,18.0,82.0,1001.0,21.0,NW,6.26,0.8,0.9
2015,6,10,12,2,74.66666666666667,71.0,77.0,76.0,18.0,88.0,1000.0,20.0,SE,3.13,0.0,0.0
2015,6,10,13,2,74.33333333333333,70.0,82.0,71.0,19.0,93.0,999.0,20.0,NE,1.79,0.0,0.0
2015,6,10,14,2,70.0,82.0,74.33333333333333,71.0,18.0,78.0,999.0,22.0,SE,1.79,0.0,0.0
2015,6,10,15,2,104.0,89.0,94.33333333333333,90.0,19.0,78.0,998.0,23.0,cv,1.79,0.0,0.0
2015,6,10,16,2,101.0,97.0,94.0,87.0,18.0,73.0,998.0,23.0,NW,3.13,0.0,0.0
2015,6,10,17,2,87.0,91.0,113.0,101.0,18.0,69.0,998.0,24.0,cv,0.89,0.0,0.0
2015,6,10,18,2,121.0,104.0,113.0,100.0,18.0,73.0,997.0,23.0,NE,1.79,0.0,0.0
2015,6,10,19,2,125.0,115.0,127.0,114.0,19.0,78.0,997.0,23.0,SE,3.13,0.0,0.0
2015,6,10,20,2,147.0,135.0,143.0,133.0,19.0,78.0,998.0,23.0,cv,0.89,0.0,0.0
2015,6,10,21,2,162.0,147.0,165.0,142.0,19.0,83.0,998.0,22.0,SE,1.79,0.0,0.0
2015,6,10,22,2,148.0,141.0,159.0,138.0,19.0,83.0,998.0,22.0,SE,5.81,0.0,0.0
2015,6,10,23,2,97.0,83.0,90.0,74.0,17.0,93.0,999.0,18.0,NW,7.15,0.0,0.0
2015,6,11,0,2,72.0,51.0,60.0,56.0,16.0,100.0,999.0,16.0,NE,1.79,2.8,2.8
2015,6,11,1,2,67.0,30.0,40.0,43.0,16.0,93.0,998.0,17.0,NE,3.58,0.3,3.1
2015,6,11,2,2,48.0,27.0,42.0,33.0,16.0,93.0,998.0,17.0,cv,0.89,0.0,0.0
2015,6,11,3,2,40.0,23.0,42.0,37.0,16.0,93.0,998.0,17.0,SE,3.13,0.0,0.0
2015,6,11,4,2,40.0,24.0,42.0,45.0,16.0,93.0,998.0,17.0,cv,0.89,0.0,0.0
2015,6,11,5,2,44.0,29.0,46.0,42.0,16.0,93.0,998.0,17.0,SE,3.13,0.1,0.1
2015,6,11,6,2,51.0,34.0,49.0,41.0,16.0,88.0,998.0,18.0,cv,0.89,0.0,0.0
2015,6,11,7,2,25.666666666666668,24.0,33.0,20.0,15.0,77.0,997.0,19.0,SE,1.79,0.0,0.0
2015,6,11,8,2,7.0,6.0,13.0,7.0,13.0,53.0,997.0,23.0,NW,3.13,0.0,0.0
2015,6,11,9,2,8.0,6.666666666666667,7.0,5.0,11.0,41.0,997.0,25.0,NW,10.28,0.0,0.0
2015,6,11,10,2,9.0,3.0,6.0,4.0,11.0,39.0,997.0,26.0,NW,18.33,0.0,0.0
2015,6,11,11,2,3.0,3.0,7.0,6.0,10.0,36.0,997.0,26.0,NW,25.48,0.0,0.0
2015,6,11,12,2,8.0,3.0,5.0,8.0,9.0,30.0,997.0,28.0,NW,35.31,0.0,0.0
2015,6,11,13,2,9.0,3.0,3.0,7.0,9.0,28.0,997.0,29.0,NW,44.25,0.0,0.0
2015,6,11,14,2,6.0,3.0,6.0,4.0,9.0,27.0,997.0,30.0,NW,53.19,0.0,0.0
2015,6,11,15,2,7.0,3.0,5.0,6.0,9.0,28.0,997.0,29.0,NW,61.24,0.0,0.0
2015,6,11,16,2,9.0,3.0,5.0,6.0,9.0,28.0,996.0,29.0,NW,68.39,0.0,0.0
2015,6,11,17,2,6.0,3.0,10.0,7.0,8.0,31.0,997.0,26.0,NW,75.54,0.0,0.0
2015,6,11,18,2,7.0,3.0,11.0,6.0,8.0,31.0,997.0,26.0,NW,81.35,0.0,0.0
2015,6,11,19,2,11.0,4.0,11.0,9.0,8.0,30.0,997.0,27.0,NW,88.5,0.0,0.0
2015,6,11,20,2,34.0,13.0,15.0,20.0,8.0,33.0,997.0,25.0,NW,91.63,0.0,0.0
2015,6,11,21,2,38.0,28.0,16.0,26.0,11.0,46.0,997.0,23.0,NW,93.42,0.0,0.0
2015,6,11,22,2,28.0,42.0,26.0,46.0,13.0,68.0,998.0,19.0,cv,0.89,0.0,0.0
2015,6,11,23,2,22.0,41.0,40.0,48.0,14.0,72.0,997.0,19.0,cv,1.78,0.0,0.0
2015,6,12,0,2,33.0,30.0,32.0,24.0,13.0,72.0,997.0,18.0,NW,1.79,0.0,0.0
2015,6,12,1,2,28.0,16.0,24.0,19.0,11.0,46.0,997.0,23.0,NW,5.81,0.0,0.0
2015,6,12,2,2,15.0,10.0,16.0,3.0,11.0,49.0,996.0,22.0,NW,10.73,0.0,0.0
2015,6,12,3,2,4.0,3.0,9.0,5.0,10.0,43.0,997.0,23.0,NW,16.54,0.0,0.0
2015,6,12,4,2,5.0,3.0,4.0,3.0,11.0,56.0,997.0,20.0,NE,1.79,0.0,0.0
2015,6,12,5,2,6.0,3.0,6.0,8.0,10.0,49.0,997.0,21.0,NW,3.13,0.0,0.0
2015,6,12,6,2,5.0,3.0,8.0,6.0,12.0,59.0,998.0,20.0,cv,0.89,0.0,0.0
2015,6,12,7,2,6.0,3.0,7.0,4.0,9.0,38.0,998.0,24.0,NW,5.81,0.0,0.0
2015,6,12,8,2,3.0,3.0,4.0,4.0,9.0,36.0,998.0,25.0,NW,15.64,0.0,0.0
2015,6,12,9,2,5.0,3.0,5.0,2.0,9.0,32.0,998.0,27.0,NW,26.82,0.0,0.0
2015,6,12,10,2,5.0,3.0,7.0,7.0,8.0,30.0,998.0,27.0,NW,35.76,0.0,0.0
2015,6,12,11,2,4.0,3.0,6.0,5.0,8.0,30.0,998.0,27.0,NW,45.59,0.0,0.0
2015,6,12,12,2,7.0,3.0,8.0,6.0,9.0,28.0,998.0,29.0,NW,54.53,0.0,0.0
2015,6,12,13,2,6.0,3.0,7.0,6.0,9.0,30.0,998.0,28.0,NW,64.36,0.0,0.0
2015,6,12,14,2,5.0,3.0,6.0,5.0,10.0,36.0,998.0,26.0,NW,74.19,0.0,0.0
2015,6,12,15,2,3.0,3.0,7.0,4.0,10.0,34.0,997.0,27.0,NW,83.13,0.0,0.0
2015,6,12,16,2,6.0,3.0,7.0,5.0,10.0,32.0,997.0,28.0,NW,90.28,0.0,0.0
2015,6,12,17,2,3.0,3.0,7.0,5.0,11.0,36.0,997.0,27.0,NW,95.2,0.0,0.0
2015,6,12,18,2,9.0,3.0,4.0,5.0,12.0,39.0,997.0,27.0,NW,102.35,0.0,0.0
2015,6,12,19,2,6.0,3.0,9.0,8.0,12.0,41.0,997.0,26.0,NW,109.5,0.0,0.0
2015,6,12,20,2,13.0,3.0,7.0,8.0,12.0,44.0,997.0,25.0,NW,115.31,0.0,0.0
2015,6,12,21,2,10.0,3.0,9.0,7.0,12.0,44.0,998.0,25.0,NW,120.23,0.0,0.0
2015,6,12,22,2,12.0,3.0,10.0,5.0,12.0,44.0,999.0,25.0,NW,125.15,0.0,0.0
2015,6,12,23,2,8.0,3.0,10.0,5.0,12.0,46.0,999.0,24.0,NW,130.96,0.0,0.0
2015,6,13,0,2,11.0,3.0,10.0,9.0,12.0,49.0,999.0,23.0,NW,135.88,0.0,0.0
2015,6,13,1,2,9.0,3.0,9.0,7.0,12.0,56.0,999.0,21.0,NE,3.13,0.0,0.0
2015,6,13,2,2,4.0,5.0,7.0,11.0,14.0,64.0,1000.0,21.0,NE,7.15,0.0,0.0
2015,6,13,3,2,5.0,3.0,7.0,9.0,15.0,68.0,1001.0,21.0,NW,4.02,0.0,0.0
2015,6,13,4,2,4.0,3.0,9.0,6.0,15.0,68.0,1001.0,21.0,NW,9.83,0.0,0.0
2015,6,13,5,2,7.0,3.0,8.0,4.0,16.0,88.0,1002.0,18.0,NW,16.98,0.0,0.0
2015,6,13,6,2,6.0,3.0,9.0,6.0,17.0,93.0,1003.0,18.0,NW,22.79,0.0,0.0
2015,6,13,7,2,5.0,3.0,7.0,8.0,17.0,93.0,1004.0,18.0,NW,27.71,0.3,0.3
2015,6,13,8,2,6.0,3.0,10.0,6.333333333333333,16.0,82.0,1004.0,19.0,NE,4.92,0.0,0.0
2015,6,13,9,2,6.0,3.0,10.0,6.333333333333333,17.0,82.0,1005.0,20.0,NW,4.02,0.0,0.0
2015,6,13,10,2,6.0,3.0,9.0,6.0,18.0,69.0,1005.0,24.0,NW,8.94,0.0,0.0
2015,6,13,11,2,12.0,3.0,10.0,10.0,16.0,60.0,1005.0,24.0,NE,4.92,0.0,0.0
2015,6,13,12,2,12.0,5.0,14.0,12.0,15.0,53.0,1005.0,25.0,NE,9.84,0.0,0.0
2015,6,13,13,2,10.0,7.0,13.0,10.0,15.0,45.0,1005.0,28.0,NW,5.81,0.0,0.0
2015,6,13,14,2,12.0,6.0,21.0,10.0,14.0,42.0,1005.0,28.0,NE,4.02,0.0,0.0
2015,6,13,15,2,14.0,18.0,17.0,18.0,16.0,48.0,1004.0,28.0,cv,1.79,0.0,0.0
2015,6,13,16,2,16.0,14.0,20.0,20.0,15.0,42.0,1004.0,29.0,cv,3.58,0.0,0.0
2015,6,13,17,2,21.0,13.0,17.0,19.0,15.0,42.0,1004.0,29.0,SE,1.79,0.0,0.0
2015,6,13,18,2,20.0,18.0,20.0,24.0,16.0,50.0,1005.0,27.0,SE,3.58,0.0,0.0
2015,6,13,19,2,30.0,26.0,27.0,34.0,16.0,54.0,1006.0,26.0,SE,5.37,0.0,0.0
2015,6,13,20,2,31.0,29.0,28.0,35.0,15.0,57.0,1007.0,24.0,SE,9.39,0.0,0.0
2015,6,13,21,2,25.0,17.0,25.0,24.0,18.0,82.0,1008.0,21.0,cv,0.45,0.0,0.0
2015,6,13,22,2,31.0,18.0,26.0,24.0,18.0,93.0,1008.0,19.0,cv,1.34,0.0,0.0
2015,6,13,23,2,42.0,21.0,33.0,32.0,18.0,93.0,1009.0,19.0,NW,1.79,0.0,0.0
2015,6,14,0,2,40.0,25.0,35.0,33.0,17.0,88.0,1009.0,19.0,NE,1.79,0.0,0.0
2015,6,14,1,2,31.0,32.0,31.0,27.0,17.0,88.0,1009.0,19.0,NW,1.79,0.0,0.0
2015,6,14,2,2,23.0,40.0,27.0,23.0,17.0,93.0,1009.0,18.0,NW,3.58,0.0,0.0
2015,6,14,3,2,26.0,28.0,29.0,26.0,17.0,93.0,1009.0,18.0,NW,6.71,0.0,0.0
2015,6,14,4,2,22.0,21.0,26.0,11.0,16.0,93.0,1008.0,17.0,NW,8.5,0.0,0.0
2015,6,14,5,2,24.0,14.0,24.0,20.0,16.0,93.0,1009.0,17.0,NW,10.29,0.0,0.0
2015,6,14,6,2,16.0,18.0,19.0,12.0,17.0,88.0,1009.0,19.0,NW,12.08,0.0,0.0
2015,6,14,7,2,14.0,7.0,13.0,18.0,17.0,77.0,1009.0,21.0,NW,15.21,0.0,0.0
2015,6,14,8,2,14.0,7.0,15.0,10.0,16.0,64.0,1009.0,23.0,NW,17.0,0.0,0.0
2015,6,14,9,2,16.0,8.0,17.0,12.0,16.0,57.0,1009.0,25.0,cv,0.89,0.0,0.0
2015,6,14,10,2,10.0,9.0,18.0,7.0,14.0,42.0,1009.0,28.0,cv,1.78,0.0,0.0
2015,6,14,11,2,16.0,8.0,14.0,10.0,14.0,39.0,1009.0,29.0,NW,1.79,0.0,0.0
2015,6,14,12,2,12.0,5.0,16.0,9.0,14.0,37.0,1008.0,30.0,cv,1.79,0.0,0.0
2015,6,14,13,2,10.0,12.0,19.0,10.0,14.0,33.0,1008.0,32.0,cv,3.58,0.0,0.0
2015,6,14,14,2,15.0,14.0,18.0,7.0,14.0,33.0,1007.0,32.0,SE,1.79,0.0,0.0
2015,6,14,15,2,13.0,11.0,18.0,16.0,14.0,33.0,1006.0,32.0,SE,4.92,0.0,0.0
2015,6,14,16,2,18.0,15.0,19.0,8.0,14.0,33.0,1006.0,32.0,SE,8.05,0.0,0.0
2015,6,14,17,2,21.0,16.0,21.0,13.0,14.0,33.0,1006.0,32.0,SE,11.18,0.0,0.0
2015,6,14,18,2,21.0,19.666666666666668,19.0,19.0,14.0,35.0,1006.0,31.0,SE,14.31,0.0,0.0
2015,6,14,19,2,26.0,28.0,26.0,22.0,15.0,42.0,1006.0,29.0,SE,17.44,0.0,0.0
2015,6,14,20,2,30.0,31.0,29.0,31.0,15.0,45.0,1007.0,28.0,SE,20.57,0.0,0.0
2015,6,14,21,2,33.0,43.0,30.0,24.0,15.0,47.0,1007.0,27.0,SE,23.7,0.0,0.0
2015,6,14,22,2,45.0,42.0,38.0,37.0,16.0,54.0,1008.0,26.0,SE,25.49,0.0,0.0
2015,6,14,23,2,75.0,56.0,62.0,55.0,16.0,57.0,1008.0,25.0,SE,28.62,0.0,0.0
2015,6,15,0,2,90.0,60.0,77.0,64.0,17.0,73.0,1008.0,22.0,cv,0.89,0.0,0.0
2015,6,15,1,2,95.0,78.0,89.0,78.0,17.0,73.0,1009.0,22.0,SE,0.89,0.0,0.0
2015,6,15,2,2,89.0,84.0,91.0,80.0,17.0,73.0,1009.0,22.0,cv,0.89,0.0,0.0
2015,6,15,3,2,88.0,80.0,87.0,71.0,17.0,73.0,1008.0,22.0,SE,1.79,0.0,0.0
2015,6,15,4,2,88.0,113.0,102.0,109.0,17.0,73.0,1008.0,22.0,SE,3.58,0.0,0.0
2015,6,15,5,2,107.0,128.0,123.0,109.0,17.0,77.0,1008.0,21.0,SE,4.47,0.0,0.0
2015,6,15,6,2,118.0,129.0,126.0,113.0,18.0,82.0,1008.0,21.0,cv,0.89,0.0,0.0
2015,6,15,7,2,120.0,138.0,138.0,111.0,17.0,68.0,1009.0,23.0,NE,1.79,0.0,0.0
2015,6,15,8,2,126.0,133.0,145.0,93.0,17.0,64.0,1008.0,24.0,cv,0.89,0.0,0.0
2015,6,15,9,2,128.0,115.0,126.0,91.0,17.0,61.0,1008.0,25.0,cv,1.78,0.0,0.0
2015,6,15,10,2,121.0,112.0,120.0,76.0,17.0,54.0,1008.0,27.0,cv,2.67,0.0,0.0
2015,6,15,11,2,106.0,96.0,111.0,80.0,17.0,54.0,1008.0,27.0,SE,1.79,0.0,0.0
2015,6,15,12,2,100.0,92.0,101.0,73.0,17.0,48.0,1007.0,29.0,SE,3.58,0.0,0.0
